0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,..,..,1768,1754,1772,1786,1781,1898,1934,1954,2012,2028,2031,2041,1988,2011,2019,2028,2008,2041,2028,2036,5840,6866,6833,5183,6541,"1/ Include  establishments with 10 or more bed places: hotels, apartment hotels,  ?pousadas?, tourist apartments, tourist villages, boarding houses, motels and  inns. From 2017 include tourism in rural areas and local accommodation. Local  accommodation without restriction regarding capacity on Autonomous Region of  Madeira until 2018. 2019 with provisional data.  2/ Net occupancy rate.  3/ All types of accommodation establishments."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,90001,91094,93460,94788,95401,97709,99120,105805,108367,112659,116123,117565,117976,121013,120737,124542,128336,131357,132331,136761,137359,143164,175056,184428,193164,151751,182789,"1/ Include  establishments with 10 or more bed places: hotels, apartment hotels,  ?pousadas?, tourist apartments, tourist villages, boarding houses, motels and  inns. From 2017 include tourism in rural areas and local accommodation. Local  accommodation without restriction regarding capacity on Autonomous Region of  Madeira until 2018. 2019 with provisional data.  2/ Net occupancy rate.  3/ All types of accommodation establishments."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,204051,208205,211315,215572,216828,222958,228665,239903,245778,253927,263814,264037,264747,273975,273804,279506,289107,296321,297962,308385,312028,325863,402832,423138,443157,344757,412870,"1/ Include  establishments with 10 or more bed places: hotels, apartment hotels,  ?pousadas?, tourist apartments, tourist villages, boarding houses, motels and  inns. From 2017 include tourism in rural areas and local accommodation. Local  accommodation without restriction regarding capacity on Autonomous Region of  Madeira until 2018. 2019 with provisional data.  2/ Net occupancy rate.  3/ All types of accommodation establishments."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,55.40,55.20,56.20,59.60,60.80,64.50,62.50,58.50,55.80,54.00,55.10,57.30,59.00,57.10,51.48,50.86,51.84,..,..,..,..,..,66.59,65.08,65.38,25.46,34.94,"1/ Include  establishments with 10 or more bed places: hotels, apartment hotels,  ?pousadas?, tourist apartments, tourist villages, boarding houses, motels and  inns. From 2017 include tourism in rural areas and local accommodation. Local  accommodation without restriction regarding capacity on Autonomous Region of  Madeira until 2018. 2019 with provisional data.  2/ Net occupancy rate.  3/ All types of accommodation establishments."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,2/,44.80,44.10,45.40,48.50,19.20,53.60,51.70,49.90,47.50,45.10,46.60,48.30,50.30,47.30,42.20,41.65,40.00,39.50,42.60,45.20,46.27,48.64,53.61,52.74,53.04,21.44,29.24,"1/ Include  establishments with 10 or more bed places: hotels, apartment hotels,  ?pousadas?, tourist apartments, tourist villages, boarding houses, motels and  inns. From 2017 include tourism in rural areas and local accommodation. Local  accommodation without restriction regarding capacity on Autonomous Region of  Madeira until 2018. 2019 with provisional data.  2/ Net occupancy rate.  3/ All types of accommodation establishments."
,,Average length of stay,Average length of stay,Average length of stay,Nights,3/,3.50,3.60,3.40,3.60,3.30,3.60,3.60,3.50,3.30,3.10,3.10,3.00,3.00,2.90,2.80,3.76,3.83,3.86,3.18,2.91,3.66,2.86,3.20,3.27,2.99,3.19,3.17,"1/ Include  establishments with 10 or more bed places: hotels, apartment hotels,  ?pousadas?, tourist apartments, tourist villages, boarding houses, motels and  inns. From 2017 include tourism in rural areas and local accommodation. Local  accommodation without restriction regarding capacity on Autonomous Region of  Madeira until 2018. 2019 with provisional data.  2/ Net occupancy rate.  3/ All types of accommodation establishments."
PUERTO  RICO,PUERTO  RICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,169,169,163,159,156,151,151,151,150,149,154,151,147,155,159,..,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,10251,10265,10869,11848,11102,11062,11438,11759,12850,12766,13336,13424,13417,13255,13392,13934,14283,14191,14164,14781,14844,15056,15144,15135,14619,14488,..,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,2/,68.00,69.00,69.80,67.30,71.90,70.70,66.70,61.80,64.90,68.90,67.70,67.90,68.70,67.60,63.40,66.20,66.18,67.94,69.85,69.82,71.00,70.40,68.29,76.53,68.19,52.78,..,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,2.80,2.60,2.70,2.70,3.00,2.50,2.70,2.70,2.60,2.60,2.63,2.60,2.57,2.62,2.64,2.65,2.65,2.62,2.63,2.64,2.63,2.57,2.48,3.37,2.60,2.60,..,"Data: Fiscal years  (July-June).  1/ Rooms classified by the ""Compañía de Turismo"" of Puerto  Rico.  2/ Including rooms occupied by residents of Puerto Rico."
QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,19,21,28,35,35,35,39,43,48,58,66,74,81,83,85,119,117,122,124,130,132,135,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1922,1978,1998,1842,..,2114,2422,3225,3858,3792,4180,6871,5422,6679,10868,9574,9976,13407,13577,13937,20713,22921,25167,25917,27261,28300,29339,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.00,65.00,73.00,71.00,62.00,58.00,61.00,66.00,54.00,64.00,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.51,3.39,3.75,3.78,3.73,4.59,4.65,
REUNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,..,..,..,..,..,..,..,..,..,..,63,56,50,50,49,49,53,53,53,46,74,76,75,74,77,82,83,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,1878,1884,1831,2174,2527,2719,2771,2850,2910,2904,2930,2982,2259,2143,2074,2070,2077,2120,2117,2070,3013,2938,2956,2795,2825,3034,3084,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,3756,3768,3662,4348,5054,5438,5542,5700,5820,5808,5860,5964,4518,4286,4148,4140,4154,4240,4234,4140,6419,6895,6850,6491,6600,6185,6245,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,59.10,57.10,60.60,67.00,62.60,62.30,59.10,60.41,60.22,64.28,66.38,66.67,50.70,..,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,56.50,59.30,61.50,64.00,63.90,64.80,63.60,64.00,..,58.30,60.20,51.80,58.40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,6.40,6.30,6.70,7.20,7.10,6.70,6.70,7.00,6.90,6.80,6.90,7.00,6.70,6.50,6.60,6.80,7.00,6.60,6.20,6.30,6.30,9.41,9.21,9.00,9.00,..,..,"1/ Source: INSEE:  Survey on Hotel Occupancy. This corresponds to all the establishments/ rooms/  beds available per day in classified hotels, from 2015 classified and  unclassified hotels."
ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ At 31st of July,  for licensed establishments only."
,,Number of establishments,Number of establishments,Number of establishments,Units,,2294,2362,2446,2535,2660,2533,2681,2765,2989,3301,3608,4125,4163,4362,4582,4724,4612,5376,5560,5677,6308,6432,7237,7656,7608,7881,8343,"1/ At 31st of July,  for licensed establishments only."
,,Number of rooms,Number of rooms,Number of rooms,Units,,97903,97317,97075,97247,96830,95404,95226,95062,97320,101574,105787,111805,112177,116903,118963,123509,119349,128713,131756,133530,140434,141339,149235,153081,154043,154561,157525,"1/ At 31st of July,  for licensed establishments only."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,212313,211694,204124,204499,202867,199333,199320,197320,201636,207810,216499,228126,228123,237917,248424,258238,248592,270172,276095,280810,298571,302100,319672,328297,329931,331589,338527,"1/ At 31st of July,  for licensed establishments only."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ At 31st of July,  for licensed establishments only."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,45.00,40.70,37.70,36.10,34.50,35.20,38.40,34.00,34.60,34.30,33.40,33.60,36.00,35.90,28.40,25.20,26.30,25.90,25.10,30.70,33.79,36.03,36.50,..,..,..,..,"1/ At 31st of July,  for licensed establishments only."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,3.40,3.30,3.40,3.50,3.50,3.20,3.70,3.60,3.50,3.25,3.20,3.18,2.94,2.89,2.82,2.62,2.54,2.50,2.43,..,2.12,2.30,2.20,2.20,2.20,2.30,2.20,"1/ At 31st of July,  for licensed establishments only."
RUSSIAN  FEDERATION,RUSSIAN  FEDERATION,RUSSIAN  FEDERATION,RUSSIAN  FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Accommodation in  hotels and other tourist establishments.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,5400,5900,6774,7410,7866,8416,9316,9869,10714,13958,15368,18753,21300,21312,20410,..,1/ Accommodation in  hotels and other tourist establishments.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,214067,207362,202033,194262,188255,183400,179300,178300,177200,178600,199010,208309,219380,247487,249186,260208,277916,300629,319143,371796,433000,482000,508000,584000,..,..,..,1/ Accommodation in  hotels and other tourist establishments.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,426102,410592,390931,372810,358142,346100,338429,343339,364017,344400,414086,430970,447126,498414,487449,529554,571226,617849,675515,814913,923000,1046000,1137000,1299000,..,..,..,1/ Accommodation in  hotels and other tourist establishments.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Accommodation in  hotels and other tourist establishments.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,38.00,33.00,31.00,32.00,33.00,37.00,38.00,37.00,34.00,37.00,34.00,35.00,36.00,35.00,30.00,31.00,32.00,33.00,31.00,28.00,30.00,35.00,..,..,..,..,..,1/ Accommodation in  hotels and other tourist establishments.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,5.00,4.81,5.30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Accommodation in  hotels and other tourist establishments.
RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,77,84,181,189,212,329,357,395,412,444,454,502,706,722,807,888,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,..,..,..,..,..,..,..,..,2618,2937,3310,3761,4232,5856,6470,7316,7678,8270,8389,8969,12979,14089,15011,15997,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,4790,5370,6200,7028,7906,11784,12974,14658,15430,16597,17081,20054,25126,26507,27742,33275,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,186,186,186,91,87,80,85,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SAINT  KITTS AND NEVIS,SAINT  KITTS AND NEVIS,SAINT  KITTS AND NEVIS,SAINT  KITTS AND NEVIS,SAINT  KITTS AND NEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1402,1783,1729,1543,1508,1602,1489,1438,1611,1550,1859,1859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,2047,2246,2517,2315,2254,2415,2246,2182,2361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SAINT  LUCIA,SAINT  LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,105,111,172,170,169,169,
,,Number of rooms,Number of rooms,Number of rooms,Units,,3974,3986,3701,4077,4125,4428,4428,4428,3749,3974,4511,3093,4889,5396,4685,4735,4845,4845,4847,4847,4273,4283,4821,5078,5057,5047,5047,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,7423,7435,6382,7705,7768,8236,8236,8236,6748,7153,8120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,73.20,66.60,71.40,75.30,72.50,63.80,57.00,56.10,62.70,61.90,68.70,64.90,64.90,61.60,53.00,59.00,58.00,62.00,62.00,62.00,68.00,66.00,66.00,67.00,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,9.00,8.70,8.80,9.20,9.10,9.60,10.60,9.99,10.00,9.30,10.10,10.50,9.08,9.10,8.90,8.60,8.80,8.70,8.89,8.81,8.69,8.50,8.35,8.36,8.10,8.85,8.89,
SAINT  VINCENT AND THE GRENADINES,SAINT  VINCENT AND THE GRENADINES,SAINT  VINCENT AND THE GRENADINES,SAINT  VINCENT AND THE GRENADINES,SAINT  VINCENT AND THE GRENADINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1176,1254,1272,1550,1540,1747,1757,1689,1680,1785,1692,1778,2116,1992,2034,2113,..,..,2076,2133,2231,..,2486,2609,2666,2700,1847,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,2352,2508,2544,3100,3080,3494,3514,3378,3360,3570,3384,3556,4232,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SAMOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,712,777,747,710,757,764,817,850,931,996,1099,1092,1166,1352,1410,1512,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,1588,..,1614,..,1717,1677,1920,1945,2127,2259,2466,2456,2525,3065,3199,4318,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,70.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
SAN  MARINO,SAN  MARINO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels only.
,,Number of establishments,Number of establishments,Number of establishments,Units,,26,26,27,27,24,25,26,25,27,27,28,29,30,28,28,29,28,24,24,24,21,21,22,22,23,22,22,1/ Hotels only.
,,Number of rooms,Number of rooms,Number of rooms,Units,,491,481,521,521,473,496,486,500,683,685,718,718,767,746,854,855,837,757,757,677,577,581,628,634,668,660,666,1/ Hotels only.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,1172,1163,1219,1219,1244,1164,1164,1180,1549,1549,1593,1593,1729,1674,1914,1894,1858,1680,1680,1538,1282,1383,1406,1417,1463,1463,1472,1/ Hotels only.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.06,..,77.38,..,..,..,..,..,..,1/ Hotels only.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,22.80,20.90,35.30,32.70,33.00,..,..,..,..,..,54.10,55.00,56.50,54.00,54.00,49.40,55.50,54.20,54.60,54.80,56.10,..,..,..,..,..,..,1/ Hotels only.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,1.60,1.30,2.10,1.50,1.50,1.40,1.53,1.51,1.57,1.63,1.61,1.61,1.69,1.66,1.47,1.83,1.92,1.62,1.57,1.69,1.81,1.69,1.69,1.81,1.80,1.60,1.87,1/ Hotels only.
SAO  TOME AND PRINCIPE,SAO  TOME AND PRINCIPE,SAO  TOME AND PRINCIPE,SAO  TOME AND PRINCIPE,SAO  TOME AND PRINCIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,..,54,54,70,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,227,227,236,259,..,..,257,257,273,..,..,..,..,..,479,..,..,..,..,..,..,723,723,872,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,404,312,396,465,..,..,448,448,492,..,..,..,..,..,609,..,..,..,..,..,..,1508,1508,1958,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.00,..,..,..,..,..,..,..,..,..,..,..,..,
SAUDI  ARABIA,SAUDI  ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2019: preliminary  data. 2020 data are obtained from administrative records of the Ministry of  Human Resources.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,3198,3294,3548,4012,5446,5605,5828,3019,3111,3551,3697,4394,5994,7099,7292,7564,5273,4959,1/ 2019: preliminary  data. 2020 data are obtained from administrative records of the Ministry of  Human Resources.
